invoiceno,items_per_order
c556904,1
c556911,3
c556919,1
c556920,3
c556923,30
c556925,420
c556930,12
c556938,1
c556957,2
c556966,7
c557004,1
c557022,4
c557037,1
c557043,2
c557047,3
c557054,3
c557059,1
c557060,1
c557061,5
c557062,3
c557111,12
c557142,24
c557148,24
c557154,4
c557165,1
c557175,4
c557224,19
c557249,10
c557269,15
c557282,1
c557288,4
c557300,1
c557381,1
c557387,1
c557405,8
c557408,12
c557411,9
c557413,3
c557463,4
c557465,3
c557467,3
c557475,1
c557478,3
c557479,2
c557487,19
c557505,5
c557508,720
c557512,29
c557515,5
c557516,3
c557519,3
c557520,4
c557521,48
c557522,2
c557566,4
c557624,3
c557629,6
c557637,4
c557638,1
c557646,13
c557647,2
c557648,3
c557649,1
c557650,3
c557651,5
c557652,10
c557653,10
c557654,4
c557655,1
c557656,3
c557657,2
c557658,4
c557659,12
c557660,4
c557661,6
c557663,539
c557664,2
c557665,2
c557666,1
c557709,2
c557773,1
c557779,4
c557791,2
c557842,7
c557874,1
c557876,3
c557879,1
c557882,72
c557883,2
c557890,3
c557895,1
c557927,1
c557941,324
c557943,3
c557944,3
c557945,1
c557946,13
c557947,4
c557965,1
c557971,1
c558029,4
c558036,1
c558037,1
c558048,1
c558059,3
c558060,1
c558061,1
c558080,2
c558081,3
c558082,10
c558088,10
c558091,1
c558095,144
c558097,8
c558106,5
c558110,101
c558112,7
c558128,6
c558129,2
c558189,2
c558202,3
c558239,1
c558249,4
c558252,8
c558253,4
c558254,2
c558255,1
c558256,8
c558257,15
c558258,4
c558312,1
c558313,4
c558326,2
c558327,48
c558329,24
c558347,6
c558349,1
c558354,10
c558357,11
c558359,1
c558360,20
c558361,8
c558364,2
c558405,16
c558422,41
c558423,1
c558433,1
c558434,3
c558436,36
c558438,7
c558439,4
c558444,20
c558463,4
c558465,1
c558466,2
c558468,1
c558469,4
c558471,1
c558521,4
c558522,5
c558525,7
c558530,2
c558531,1
c558553,576
c558559,1
c558575,24
c558615,4
c558698,3
c558712,4
c558716,349
c558722,12
c558726,1
c558727,7
c558733,3
c558735,1
c558736,4
c558739,32
c558745,23
c558753,3
c558764,8
c558859,1
c558882,8
c558883,4
c558884,1
c558897,1
c558898,10
c558899,1
c558901,1
c558903,1
c558905,2
c558969,4
c559003,6
c559007,13
c559008,2
c559012,10
c559019,108
c559022,3
c559030,36
c559031,250
c559033,1
c559049,2
c559059,1
c559079,7
c559105,6
c559136,13
c559140,12
c559149,9
c559175,11
c559189,28
c559193,1
c559252,4
c559253,11
c559294,20
c559303,4
c559309,4
c559334,12
c559344,1
c559345,408
c559347,242
c559348,3
c559351,48
c559417,1
c559461,22
c559467,1
c559468,13
c559470,1
c559473,1
c559474,2
c559486,14
c559495,2
c559498,4
c559500,1
c559502,8
c559530,1
c559531,1
c559533,1
c559534,2
c559540,36
c559568,1
c559608,7
c559651,24
c559659,2
c559663,4
c559664,2
c559666,4
c559667,4
c559670,4
c559675,10
c559681,1
c559683,1
c559705,1
c559738,1
c559739,1
c559740,3
c559741,2
c559742,54
c559743,13
c559744,1
c559747,6
c559803,72
c559808,1
c559829,2
c559830,1
c559880,4
c559882,13
c559908,72
c559915,1
c559917,1
c559939,342
c559947,68
c559949,2
c559950,6
c559952,15
c559953,3
c559983,130
c559992,1
c560043,2
c560044,2
c560045,4
c560046,1
c560099,5
c560100,1
c560123,2
c560124,11
c560148,100
c560189,1
c560206,10
c560208,5
c560219,120
c560220,1
c560221,2
c560242,1
c560243,1
c560289,11
c560301,1
c560317,3
c560330,3
c560331,2
c560365,2
c560372,1
c560384,1
c560386,1
c560390,1
c560391,1
c560395,26
c560396,288
c560408,1
c560409,287
c560414,1
c560418,1
c560420,1
c560430,1
c560435,1
c560436,1
c560474,2
c560526,6
c560533,4
c560540,97
c560550,37
c560556,12
c560558,2
c560559,7
c560560,2
c560561,4
c560563,3
c560564,2
c560572,1
c560574,1
c560585,21
c560588,3
c560589,17
c560608,1
c560643,1
c560645,1
c560647,1
c560649,14
c560652,2
c560653,1
c560654,3
c560687,28
c560699,4
c560733,360
c560735,360
c560818,2
c560822,1
c560823,1
c560825,1
c560832,1
c560842,1
c560855,134
c560860,1
c560866,34
c560869,1
c560874,6
c560877,1
c560880,4
c560898,3
c560899,24
c560902,6
c560903,75
c560904,1
c560905,3
c560907,3
c560909,2
c560910,6
c560912,4
c560932,3
c560987,1
c560990,6
c561011,1
c561012,2
c561013,3
c561016,1
c561017,2
c561018,4
c561019,12
c561041,3
c561059,250
c561061,1
c561069,24
c561083,121
c561104,3
c561117,3
c561198,35
c561210,10
c561211,1
c561212,1
c561225,1
c561227,36
c561229,3
c561230,1
c561232,6
c561233,33
c561234,12
c561235,3
c561237,6
c561238,2
c561239,6
c561240,1
c561319,36
c561328,4
c561358,41
c561370,1
c561379,3
c561380,1
c561464,1
c561469,12
c561510,1
c561586,2
c561587,1
c561588,2
c561589,6
c561590,2
c561591,1
c561594,104
c561596,8
c561598,1
c561604,3
c561606,1
c561608,6
c561612,2
c561613,6
c561619,2
c561620,2
c561621,3
c561622,2
c561623,10
c561628,1
c561649,48
c561681,2
c561682,7
c561684,2
c561703,6
c561725,5
c561793,3
c561810,120
c561886,5
c561966,1
c562016,24
c562020,4
c562022,2
c562030,1
c562041,4
c562048,2
c562051,1
c562062,1
c562086,1
c562097,12
c562110,1
c562111,1
c562115,5
c562116,1
c562117,3
c562118,5
c562119,11
c562121,2
c562122,9
c562124,35
c562126,3
c562139,7
c562142,7
c562144,12
c562147,7
c562149,5
c562151,1
c562154,4
c562159,12
c562160,4
c562185,3
c562188,100
c562206,2
c562221,598
c562223,2
c562267,8
c562280,25
c562281,10
c562367,1
c562375,2270
c562423,5
c562425,1
c562438,6
c562514,1
c562515,1
c562522,2
c562559,37
c562561,1
c562577,1
c562582,32
c562594,72
c562597,1
c562601,144
c562613,3
c562617,2
c562618,9
c562620,2
c562622,1
c562623,4
c562647,1
c562648,3
c562651,12
c562657,1
c562661,6
c562687,78
c562709,11
c562726,3
c562728,9
c562773,8
c562786,1
c562793,1
c562794,1
c562795,5
c562796,1
c562797,1
c562798,1
c562799,2
c562800,2
c562801,1
c562802,4
c562803,12
c562808,5
c562811,144
c562845,1
c562848,4
c562876,1
c562884,3
c562887,20
c562889,2
c562909,11
c562910,16
c562911,5
c562915,1
c562921,6
c562938,1
c562943,1
c562952,33
c562953,7
c562954,8
c562956,7
c562957,2
c562958,1
c562959,12
c562961,19
c562962,2
c562969,13
c562992,1
c563068,1
c563072,1
c563107,15
c563109,10
c563197,3
c563207,5
c563218,1
c563219,11
c563220,12
c563221,3
c563222,3
c563223,3
c563224,1
c563225,1
c563226,1
c563232,1
c563240,12
c563249,1
c563258,4
c563363,7
c563375,15
c563433,3
c563446,1
c563459,1
c563483,5
c563535,1
c563536,1
c563537,1
c563553,5
c563554,1
c563570,23
c563577,2105
c563586,6
c563587,5
c563591,4
c563592,1
c563593,1
c563594,5
c563595,3
c563596,2
c563598,1
c563599,3
c563600,43
c563601,3
c563602,1
c563603,2
c563604,1
c563605,1
c563606,3
c563607,2
c563608,3
c563609,2
c563610,1
c563611,4
c563612,1
c563655,132
c563693,3
c563716,1
c563751,4
c563752,8
c563773,8
c563838,4
c563856,39
c563894,2
c563899,2
c563918,1
c563948,18
c564063,1
c564081,150
c564084,1
c564094,4
c564104,13
c564108,1
c564131,1
c564134,17
c564138,27
c564142,3
c564183,2
c564204,1
c564206,6
c564207,44
c564208,2
c564209,2
c564210,1
c564211,2
c564212,5
c564213,3
c564214,7
c564215,1
c564217,12
c564218,24
c564232,8
c564257,36
c564276,16
c564279,35
c564281,7
c564299,12
c564320,1
c564331,1
c564340,1
c564341,1
c564362,6
c564368,40
c564424,20
c564426,2
c564427,7
c564435,1
c564478,2
c564486,3
c564487,1
c564488,169
c564490,3
c564491,2
c564492,2
c564493,13
c564494,1
c564498,1
c564504,10
c564506,24
c564545,2
c564571,1
c564592,4
c564655,14
c564711,3
c564730,1
c564748,83
c564751,5
c564759,4
c564763,1
c564812,4
c564813,1
c564845,24
c564854,5
c564899,768
c564900,3
c564903,12
c564905,2
c564907,9
c564908,6
c564909,2
c564911,1
c564913,32
c564940,2518
c564941,6
c564942,1
c564944,12
c564945,11
c564946,6
c564947,1
c564948,3
c564949,12
c564952,3
c564955,28
c564956,38
c564960,12
c564964,6
c564971,1
c564996,1
c564997,7
c564998,20
c565001,4
c565016,8
c565023,24
c565025,3
c565026,72
c565044,1161
c565050,25
c565075,2
c565077,17
c565078,1
c565085,2
c565089,12
c565140,3
c565215,12
c565227,1
c565229,1
c565237,15
c565284,13
c565290,24
c565294,12
c565305,11
c565313,1
c565323,3
c565379,2
c565382,1
c565390,1
c565402,4
c565403,36
c565422,1
c565425,11
c565428,10
c565477,3
c565581,3
c565582,100
c565597,5
c565615,55
c565666,3
c565671,2
c565681,92
c565683,12
c565752,2
c565761,4
c565762,19
c565789,17
c565799,1
c565804,1
c565843,3
c565848,154
c565864,5
c565925,1
c565962,55
c566007,72
c566011,1
c566012,1
c566036,1
c566071,139
c566078,1
c566084,17
c566088,4
c566090,28
c566161,1
c566165,11
c566166,6
c566167,5
c566168,1
c566174,2
c566176,2
c566177,1
c566180,4
c566181,7
c566182,1
c566183,6
c566185,4
c566187,1
c566197,1
c566205,12
c566209,9
c566216,1
c566222,1
c566223,13
c566252,19
c566263,1
c566280,4
c566313,20
c566384,3
c566423,2
c566445,20
c566457,1
c566458,1
c566459,5
c566460,7
c566461,2
c566462,9
c566463,7
c566464,2
c566466,3
c566467,335
c566468,5
c566469,1
c566470,1
c566471,1
c566472,8
c566473,2
c566474,1
c566475,1
c566490,1
c566565,1
c566578,1
c566579,1
c566584,2
c566611,2
c566613,1
c566614,1
c566626,2
c566671,5
c566672,3
c566725,1
c566741,26
c566742,6
c566743,1
c566745,8
c566748,2
c566749,7
c566751,7
c566752,1
c566753,1
c566754,1
c566758,4
c566775,12
c566777,2
c566779,4
c566780,3
c566782,1
c566784,7
c566785,5
c566820,1
c566889,1
c566899,1
c566925,1
c566939,1
c566940,2
c566941,1
c566942,15
c566943,1
c566944,1
c566945,6
c566946,1
c566947,5
c566948,1
c566953,29
c566955,21
c566956,3
c566957,1
c566958,1
c566960,3
c566961,3
c566963,6
c566965,3
c566966,1
c566970,5
c566978,1
c566986,1
c566999,2
c567065,16
c567091,6
c567130,1
c567136,1
c567147,26
c567155,1
c567177,28
c567187,1
c567198,5
c567289,5
c567330,3
c567331,8
c567332,6
c567345,1
c567347,11
c567348,20
c567349,1
c567350,4
c567351,37
c567352,1
c567355,1
c567357,1
c567358,1
c567359,14
c567360,2
c567361,3
c567365,3
c567440,1
c567479,1
c567518,14
c567519,12
c567520,1
c567521,2
c567527,756
c567532,16
c567534,5
c567535,2
c567536,4
c567538,4
c567540,5
c567541,12
c567543,39
c567544,1
c567620,2
c567624,5
c567627,12
c567641,2
c567643,1
c567655,1
c567677,4
c567681,135
c567682,71
c567685,203
c567686,10
c567688,6
c567689,1
c567690,118
c567691,202
c567703,5
c567704,68
c567705,18
c567706,312
c567708,214
c567712,11
c567713,3
c567714,7
c567715,7
c567716,14
c567717,3
c567767,59
c567867,5
c567884,2
c567885,7
c567891,1
c567896,1
c567902,6
c567903,120
c567916,1
c567919,4
c567940,1
c567945,6
c567946,3
c567947,3
c567948,27
c567949,3
c567950,6
c567952,4
c567953,144
c567955,11
c567956,6
c567961,6
c567963,15
c567964,10
c567965,1
c567978,7
c567997,4
c568055,1
c568096,288
c568097,12
c568138,162
c568157,3
c568184,11
c568232,32
c568237,12
c568240,1
c568244,14
c568345,1
c568347,1
c568348,9
c568370,4
c568377,3
c568385,2
c568386,5
c568388,35
c568395,2
c568410,1
c568412,3
c568416,183
c568418,3
c568419,96
c568420,1
c568421,8
c568445,10
c568501,2
c568516,1
c568532,7
c568534,6
c568557,5
c568559,2
c568560,1
c568561,18
c568562,1
c568570,2
c568571,21
c568572,12
c568573,1
c568575,4
c568579,1
c568580,1
c568581,1
c568582,6
c568584,3
c568587,5
c568596,11
c568597,7
c568598,5
c568599,2
c568600,1
c568601,1
c568646,7
c568649,11
c568664,2
c568677,2
c568689,10
c568694,36
c568714,8
c568748,12
c568796,1
c568799,3
c568830,139
c568832,186
c568879,739
c568884,200
c568899,1
c568903,12
c568911,36
c569032,36
c569034,2
c569038,4
c569107,25
c569109,3
c569112,12
c569113,20
c569114,24
c569115,1
c569116,12
c569117,3
c569119,3
c569128,5
c569138,1
c569233,5
c569245,1
c569251,1
c569318,5
c569320,4
c569370,1
c569387,200
c569390,3
c569395,6
c569410,71
c569421,2
c569422,16
c569456,4
c569485,3
c569490,33
c569495,1
c569525,5
c569526,1
c569547,1
c569548,1
c569549,10
c569552,1200
c569553,4
c569554,5
c569636,74
c569644,1
c569655,88
c569663,4
c569682,10
c569733,3
c569743,1600
c569786,1
c569829,2
c569851,6
c569891,19
c569902,1
c569908,2
c569909,2
c569911,10
c569913,1
c569916,8
c569922,1
c569938,1
c569939,1
c569940,4
c569941,2
c569942,2
c569944,9
c569945,3
c569946,4
c569949,9
c569950,1
c569951,20
c569952,2
c569953,4
c569954,2
c569955,4
c569956,6
c569957,3
c569958,8
c569959,13
c569960,2
c569961,3
c569963,4
c569964,1
c569966,3
c569967,16
c569969,1
c569970,3
c569971,7
c569972,1
c569973,3
c569974,2
c569975,6
c569976,4
c569978,12
c569979,3
c569980,4
c569981,4
c569982,1
c569984,1
c569985,325
c569986,3
c569987,184
c569988,1
c569989,478
c569990,24
c569991,42
c569992,48
c569993,4
c569994,160
c569995,510
c569996,51
c570004,2
c570005,1
c570006,1
c570012,8
c570025,1
c570066,2
c570099,69
c570122,21
c570194,13
c570199,7
c570203,20
c570207,20
c570221,261
c570274,39
c570276,3
c570278,24
c570279,3
c570283,5
c570290,238
c570291,10
c570301,1
c570331,1
c570406,2
c570447,4
c570450,6
c570453,1
c570454,1
c570456,2
c570460,1
c570463,1
c570464,1
c570468,1
c570471,3
c570476,1
c570477,1
c570478,5
c570480,10
c570483,2
c570484,18
c570486,42
c570487,1
c570490,4
c570508,12
c570515,13
c570552,1164
c570553,1
c570556,4896
c570573,18
c570647,100
c570654,2
c570655,2
c570658,12
c570683,9
c570684,6
c570686,2
c570687,3
c570692,2
c570704,18
c570708,600
c570727,1
c570775,1
c570828,217
c570831,8
c570835,5
c570845,13
c570850,40
c570853,40
c570854,40
c570867,1228
c570889,9
c570902,11
c570958,5
c570962,1
c570963,6
c570996,36
c571003,8
c571009,11
c571014,2
c571023,3
c571029,17
c571045,12
c571051,1
c571059,12
c571066,5
c571127,36
c571186,2
c571196,258
c571220,1
c571233,48
c571251,2
c571262,360
c571264,2
c571285,96
c571287,1
c571316,3
c571319,1
c571320,4
c571321,2
c571325,1
c571327,1
c571329,13
c571336,1
c571346,18
c571440,1
c571466,16
c571473,3
c571499,1006
c571501,1
c571507,37
c571543,6
c571619,2
c571625,1
c571634,1
c571635,2
c571637,42
c571639,1
c571678,1
c571680,1
c571695,440
c571699,1
c571707,20
c571711,2
c571750,2
c571814,1
c571838,8
c571854,1
c571855,3
c571856,1
c571858,5
c571859,14
c571860,9
c571861,1
c571862,5
c571893,73
c571896,2
c571897,3
c571902,6
c571907,3
c571919,36
c571925,7
c571927,1
c571928,5
c572022,2
c572027,2
c572029,3
c572059,18
c572102,1
c572109,3
c572110,4
c572111,7
c572112,1
c572113,1
c572114,4
c572115,42
c572116,3
c572117,1
c572118,2
c572119,2
c572120,21
c572187,1
c572223,12
c572226,17
c572228,34
c572275,2
c572276,2
c572299,1
c572334,1416
c572343,2344
c572346,1
c572347,1
c572398,2
c572410,190
c572422,2
c572428,1
c572440,16
c572441,2
c572444,2
c572445,2
c572446,2
c572448,2
c572449,4
c572450,2
c572455,2
c572456,2
c572463,7
c572467,2
c572469,8
c572470,2
c572471,1
c572473,1
c572478,2
c572479,13
c572481,58
c572482,4
c572485,4
c572486,32
c572488,15
c572489,7
c572491,6
c572492,1
c572529,24
c572530,1
c572531,2
c572532,1
c572535,2
c572538,3
c572546,1
c572551,1
c572554,36
c572556,36
c572659,1
c572722,4
c572736,2
c572747,14
c572750,1
c572754,264
c572761,6
c572831,13
c572850,2
c572855,10
c572864,1
c572916,12
c572917,2
c572927,9
c572968,15
c572989,5
c572991,15
c572993,1
c572995,1
c573010,13
c573021,12
c573024,1
c573030,3
c573031,14
c573034,3
c573037,41
c573079,2
c573081,1
c573084,12
c573086,2
c573092,372
c573097,30
c573098,3
c573099,2
c573101,2
c573105,1
c573147,12
c573148,1
c573172,1
c573180,1
c573187,1
c573219,6
c573228,4
c573244,2
c573253,1
c573257,1
c573260,1
c573268,1
c573271,2
c573283,1
c573306,2
c573321,6
c573427,36
c573471,12
c573502,22
c573541,1
c573549,1
c573550,1
c573575,1
c573750,5
c573753,1
c573754,1
c573755,2
c573756,19
c573759,14
c573760,12
c573761,15
c573764,8
c573765,2
c573766,1
c573767,3
c573771,1
c573779,9
c573864,7
c573869,1
c573925,8
c573929,4
c573949,12
c574003,6
c574010,3
c574019,120
c574026,2
c574027,176
c574028,5
c574030,1
c574031,1
c574057,13
c574061,12
c574065,72
c574078,2
c574083,12
c574095,5
c574137,10
c574238,3
c574248,1
c574254,1
c574259,45
c574261,22
c574268,1
c574288,1
c574291,33
c574318,7
c574322,24
c574337,4
c574339,4
c574344,1
c574347,4
c574350,36
c574424,4
c574443,1
c574447,2
c574472,6
c574473,50
c574483,4
c574486,4
c574487,17
c574488,1
c574489,2
c574492,1
c574493,15
c574494,1
c574496,4
c574499,2
c574500,2
c574503,2
c574504,7
c574505,8
c574507,3
c574508,11
c574510,3
c574512,6
c574515,27
c574517,8
c574522,2
c574524,13
c574525,1
c574526,2
c574527,24
c574548,1
c574558,6
c574584,786
c574658,10
c574712,4
c574748,300
c574753,7
c574825,13
c574828,3
c574850,10
c574865,1
c574872,2
c574875,17
c574876,2
c574886,1
c574894,49
c574897,1
c574900,5
c574902,1
c574912,2
c574922,291
c574946,2
c574954,11
c574955,38
c574957,5
c574999,1
c575004,8
c575013,96
c575035,6
c575042,4
c575044,12
c575047,1
c575052,1
c575055,2
c575056,1
c575058,2
c575064,14
c575065,7
c575079,5
c575081,6
c575082,48
c575142,30
c575150,35
c575153,1
c575155,3
c575156,19
c575157,2
c575158,1
c575159,18
c575160,5
c575161,5
c575171,1
c575172,3
c575173,1
c575174,5
c575223,1
c575224,1400
c575257,6
c575327,2
c575341,564
c575385,3
c575511,1
c575531,4
c575537,1
c575565,2
c575572,3
c575573,2
c575575,3
c575577,3
c575578,2
c575580,1
c575585,1
c575588,6
c575590,16
c575592,20
c575606,1
c575608,21
c575616,6
c575626,2
c575630,6
c575635,2
c575638,1
c575641,18
c575648,2
c575650,1
c575651,8
c575653,6
c575662,6
c575663,1
c575664,1
c575665,1
c575666,2
c575667,1
c575669,1
c575670,1
c575672,6
c575679,16
c575746,13
c575749,2
c575752,24
c575763,1
c575777,40
c575839,23
c575841,12
c575872,1
c575879,13
c575921,184
c575940,434
c575953,3
c575962,10
c575963,2
c575980,9
c576072,2
c576108,24
c576183,24
c576194,3
c576195,1
c576197,23
c576199,8
c576216,14
c576218,1
c576223,4
c576226,2
c576227,7
c576229,3
c576230,5
c576231,6
c576232,4
c576233,1
c576235,3
c576240,1
c576241,7
c576242,2
c576243,5
c576244,1
c576247,7
c576248,7
c576324,11
c576325,4
c576338,1
c576348,2
c576350,4
c576360,6
c576363,2
c576375,12
c576393,7
c576397,3
c576401,12
c576402,1
c576409,4
c576515,2
c576561,23
c576565,2
c576576,1
c576647,2
c576670,6
c576785,32
c576788,2
c576816,1
c576831,1082
c576850,7
c576856,1
c576858,2
c576866,1
c576868,1
c576870,2
c576871,3
c576898,2
c576903,1
c576908,6
c576918,1
c576919,7
c576921,20
c576925,9
c576968,78
c576974,3
c577040,144
c577042,9
c577066,30
c577070,1
c577073,3
c577075,1
c577081,6
c577096,3
c577131,1
c577147,5
c577149,4
c577151,39
c577153,28
c577154,35
c577159,15
c577163,12
c577164,1
c577196,13
c577227,4
c577323,1
c577327,1
c577330,3
c577342,1
c577343,1
c577345,8
c577346,1
c577348,1
c577349,4
c577350,11
c577351,4
c577353,1
c577354,1
c577360,4
c577362,2
c577363,3
c577364,2
c577369,2
c577375,3
c577381,2
c577383,16
c577384,10
c577385,2
c577386,1
c577388,23
c577389,2
c577390,1
c577391,15
c577392,6
c577394,9
c577395,8
c577397,3
c577398,8
c577399,1
c577481,1
c577486,5
c577509,12
c577513,7
c577547,22
c577614,200
c577683,1
c577688,1
c577692,12
c577693,3
c577722,8
c577731,6
c577737,260
c577750,11
c577752,11
c577753,24
c577775,36
c577779,288
c577781,3
c577786,50
c577799,8
c577815,1
c577817,2
c577819,20
c577821,2
c577828,11
c577832,88
c577839,1
c577849,6
c577889,16
c577892,1
c578003,3
c578007,6
c578039,1
c578061,2
c578062,10
c578073,72
c578076,24
c578077,20
c578090,2
c578097,324
c578110,6
c578122,2
c578124,13
c578131,1
c578132,1
c578136,9
c578142,2
c578144,19
c578148,1
c578164,1
c578239,1
c578257,40
c578259,120
c578269,1
c578274,8
c578276,10
c578280,16
c578282,1
c578342,1
c578355,12
c578363,948
c578367,52
c578368,96
c578371,38
c578377,360
c578432,1
c578669,4
c578673,1
c578743,3
c578784,1
c578803,2
c578832,165
c578932,4
c578991,8
c579018,1
c579090,288
c579092,109
c579127,1
c579140,7
c579169,1
c579172,12
c579178,7
c579186,2
c579192,390
c579195,1
c579266,24
c579277,10
c579347,94
c579366,1
c579415,4
c579431,12
c579438,12
c579496,2
c579502,1
c579519,12
c579521,8
c579532,5
c579547,1
c579554,3
c579562,2
c579710,4
c579739,2
c579746,3
c579748,1
c579752,2
c579753,16
c579756,2
c579757,24
c579758,1
c579760,2
c579764,2
c579766,1
c579776,1
c579778,1
c579780,1
c579781,7
c579782,1
c579783,6
c579785,12
c579791,4
c579864,9
c579866,2
c579869,2
c579871,1
c579876,5
c579877,4
c579878,41
c579882,7
c579883,5
c579884,1
c579886,17
c579887,5
c579889,8
c579890,4
c579891,7
c579892,4
c579893,2
c579894,8
c579895,5
c579896,2
c579897,6
c579898,2
c579902,9
c579903,7
c579904,6
c579905,12
c579906,1
c579907,2
c579908,1
c579911,2
c579912,11
c579913,1
c579914,8
c579915,2
c579918,2
c579919,1
c579923,1
c579924,3
c579925,3
c579926,15
c579928,1
c579929,8
c579930,3
c579931,10
c579932,1
c579933,1
c579934,2
c579935,6
c579944,2
c579945,4
c579948,5
c579968,2
c579970,5
c579989,6
c579992,5
c580056,1
c580072,1
c580099,1
c580131,31
c580161,2
c580165,6
c580168,4
c580171,24
c580174,50
c580179,6
c580180,12
c580263,149
c580312,58
c580313,15
c580392,12
c580507,2
c580510,1
c580522,1
c580597,7
c580604,1
c580605,1
c580641,14
c580649,1
c580686,10
c580698,12
c580701,3
c580702,40
c580703,3
c580707,6
c580708,12
