scientific_name,park_name,observations,category,common_names,conservation_status,is_protected
Erodium cicutarium,Great Smoky Mountains National Park,68,Vascular Plant,"Pin Clover, Pin-Clover",No Intervention,False
Carex geyeri,Bryce National Park,107,Vascular Plant,"Elk Sedge, Geyer's Sedge",No Intervention,False
Townsendia spathulata,Great Smoky Mountains National Park,104,Vascular Plant,Sword Townsend Daisy,No Intervention,False
Sagittaria latifolia var. pubescens,Yellowstone National Park,267,Vascular Plant,Broad-Leaved Arrowhead,No Intervention,False
Ursus americanus,Great Smoky Mountains National Park,28,Mammal,Black Bear,No Intervention,False
Centaurea nigra,Yellowstone National Park,228,Vascular Plant,Lesser Knapweed,No Intervention,False
Castanea mollissima,Great Smoky Mountains National Park,52,Vascular Plant,Chinese Chestnut,No Intervention,False
Saxifraga cespitosa,Bryce National Park,107,Vascular Plant,"Tufted Alpine Saxifrage, Tufted Saxifrage",No Intervention,False
Poa autumnalis,Bryce National Park,59,Vascular Plant,Autumn Bluegrass,No Intervention,False
Lupinus breweri var. breweri,Bryce National Park,101,Vascular Plant,Brewer's Lupine,No Intervention,False
Penstemon rostriflorus,Yellowstone National Park,196,Vascular Plant,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",No Intervention,False
Platanthera grandiflora,Bryce National Park,87,Vascular Plant,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",No Intervention,False
Centaurea pratensis,Yellowstone National Park,246,Vascular Plant,Meadow Knapweed,No Intervention,False
Rhinichthys obtusus,Great Smoky Mountains National Park,73,Fish,Western Blacknose Dace,No Intervention,False
Verbascum thapsus,Yellowstone National Park,251,Vascular Plant,"Common Mullein, Great Mullein",No Intervention,False
Veronica peregrina ssp. xalapensis,Yosemite National Park,123,Vascular Plant,"Hairy Purslane Speedwell, Neckweed",No Intervention,False
Allotropa virgata,Yellowstone National Park,226,Vascular Plant,Sugarstick,No Intervention,False
Nycticeius humeralis,Yosemite National Park,149,Mammal,Evening Bat,No Intervention,False
Artemisiospiza nevadensis,Yellowstone National Park,246,Bird,Sagebrush Sparrow,No Intervention,False
Ampelopsis arborea,Great Smoky Mountains National Park,69,Vascular Plant,"Peppervine, Pepper-Vine",No Intervention,False
Fissidens bushii,Great Smoky Mountains National Park,51,Nonvascular Plant,Bush's Fissidens Moss,No Intervention,False
Bryum gemmiparum,Great Smoky Mountains National Park,44,Nonvascular Plant,Bryum Moss,No Intervention,False
Carex aggregata,Bryce National Park,114,Vascular Plant,Glomerate Sedge,No Intervention,False
Erodium botrys,Yosemite National Park,178,Vascular Plant,Longbeak Stork's Bill,No Intervention,False
Phleum alpinum,Great Smoky Mountains National Park,89,Vascular Plant,Alpine Timothy,No Intervention,False
Carex illota,Bryce National Park,105,Vascular Plant,"Sheep Sedge, Smallhead Sedge",No Intervention,False
Strophostyles helvula,Great Smoky Mountains National Park,78,Vascular Plant,Trailing Fuzzybean,No Intervention,False
Tephrosia virginiana,Yellowstone National Park,274,Vascular Plant,"Goat's Rue, Goat's-Rue",No Intervention,False
Gentianella tenella ssp. tenella,Bryce National Park,109,Vascular Plant,"Dane's Dwarf Gentian, Dane's Dwarfgentian",No Intervention,False
Panicum rigidulum var. rigidulum,Yosemite National Park,130,Vascular Plant,Redtop Panicum,No Intervention,False
Lithophragma tenellum,Yellowstone National Park,246,Vascular Plant,Slender Woodland-Star,No Intervention,False
Ambystoma talpoideum,Yellowstone National Park,254,Amphibian,Mole Salamander,No Intervention,False
Nerodia erythrogaster flavigaster,Yosemite National Park,136,Reptile,"Yellowbelly Water Snake, Yellowbelly Watersnake",No Intervention,False
Cercis occidentalis,Yosemite National Park,155,Vascular Plant,California Redbud,No Intervention,False
Carex rupestris,Yosemite National Park,128,Vascular Plant,"Curly Sedge, Rock Sedge",No Intervention,False
Poa annua,Bryce National Park,61,Vascular Plant,"Annual Blue Grass, Annual Bluegrass",No Intervention,False
Hygrohypnum subeugyrium,Great Smoky Mountains National Park,70,Nonvascular Plant,Hygrohypnum Moss,No Intervention,False
Ardea alba,Bryce National Park,67,Bird,Great Egret,No Intervention,False
Carex grayi,Great Smoky Mountains National Park,91,Vascular Plant,Gray's Sedge,No Intervention,False
Urtica urens,Bryce National Park,73,Vascular Plant,"Burning Nettle, Dwarf Nettle",No Intervention,False
Arabis laevigata var. laevigata,Yellowstone National Park,237,Vascular Plant,Smooth Rockcress,No Intervention,False
Mimosa microphylla,Yellowstone National Park,245,Vascular Plant,"Littleleaf Sensitive-Briar, Sensitive Brier",No Intervention,False
Veronica scutellata,Yosemite National Park,159,Vascular Plant,"Grassleaf Speedwell, Grass-Leaf Speedwell, Marsh Speedwell, Skullcap Speedwell",No Intervention,False
Impatiens capensis,Great Smoky Mountains National Park,95,Vascular Plant,"Orange Jewelweed, Touch-Me-Not, Spotted Jewel-Weed",No Intervention,False
Puccinellia nuttalliana,Bryce National Park,86,Vascular Plant,"Nuttall Alkaligrass, Nuttall's Alkaligrass",No Intervention,False
Eurycea junaluska,Yellowstone National Park,262,Amphibian,Junaluska Salamander,No Intervention,False
Bromus tectorum,Yosemite National Park,160,Vascular Plant,"Bromegrass, Cheat Grass",No Intervention,False
Lynx rufus,Yellowstone National Park,259,Mammal,Bobcat,No Intervention,False
Valerianella locusta,Yosemite National Park,146,Vascular Plant,Lewiston Cornsalad,No Intervention,False
Polygonum douglasii var. douglasii,Yellowstone National Park,237,Vascular Plant,Douglas Knotweed,No Intervention,False
Stephanomeria virgata ssp. pleurocarpa,Bryce National Park,123,Vascular Plant,Wand Wirelettuce,No Intervention,False
Piranga rubra,Great Smoky Mountains National Park,58,Bird,Summer Tanager,Species of Concern,True
Grindelia camporum var. camporum,Great Smoky Mountains National Park,81,Vascular Plant,Great Valley Gumweed,No Intervention,False
Phacelia heterophylla ssp. virgata,Yosemite National Park,134,Vascular Plant,Varileaf Phacelia,No Intervention,False
Kyllinga brevifolioides,Great Smoky Mountains National Park,74,Vascular Plant,"Pasture Flatsedge, Short-Foliaged Umbrella-Sedge",No Intervention,False
Phainopepla nitens,Bryce National Park,100,Bird,Phainopepla,Species of Concern,True
Rumex patientia,Great Smoky Mountains National Park,77,Vascular Plant,Patience Dock,No Intervention,False
Leucobryum albidum,Great Smoky Mountains National Park,65,Nonvascular Plant,Leucobryum Moss,No Intervention,False
Solidago altissima,Bryce National Park,51,Vascular Plant,Canada Goldenrod,No Intervention,False
Coreopsis tinctoria,Yosemite National Park,161,Vascular Plant,"Coreopsis, Golden Tickseed",No Intervention,False
Seiurus motacilla,Yosemite National Park,142,Bird,Louisiana Waterthrush,No Intervention,False
Nerodia erythrogaster,Bryce National Park,88,Reptile,Plainbelly Water Snake,No Intervention,False
Tanacetum vulgare,Great Smoky Mountains National Park,102,Vascular Plant,Common Tansy,No Intervention,False
Vitis cinerea var. baileyana,Great Smoky Mountains National Park,59,Vascular Plant,Graybark Grape,No Intervention,False
Androsace filiformis,Bryce National Park,116,Vascular Plant,"Filiform Rockjasmine, Slender Rockjasmine, Slender-Stemmed Androsace",No Intervention,False
Celastrus scandens,Bryce National Park,121,Vascular Plant,Climbing Bittersweet,No Intervention,False
Cleome serrulata,Yellowstone National Park,229,Vascular Plant,"Bee Spiderflower, Rocky Mountain Beeplant",No Intervention,False
Eurycea lucifuga,Yellowstone National Park,236,Amphibian,Cave Salamander,No Intervention,False
Clematis viorna,Yosemite National Park,164,Vascular Plant,"Leatherflower, Vase-Vine Leather-Flower",No Intervention,False
Arnica longifolia,Yellowstone National Park,262,Vascular Plant,"Longleaf Arnica, Spearleaf Arnica",No Intervention,False
Erigeron pygmaeus,Yosemite National Park,133,Vascular Plant,"Dwarf Daisy, Pygmy Fleabane",No Intervention,False
Eleocharis obtusa,Great Smoky Mountains National Park,45,Vascular Plant,"Blunt Spike-Rush, Spike-Rush",No Intervention,False
Eragrostis capillaris,Bryce National Park,113,Vascular Plant,Fine Lovegrass,No Intervention,False
Etheostoma simoterum,Yosemite National Park,181,Fish,"Snubnose Darter, Tennessee Snubnose Darter",No Intervention,False
Sitta pygmaea,Bryce National Park,105,Bird,Pygmy Nuthatch,No Intervention,False
Anaxyrus canorus,Yellowstone National Park,114,Amphibian,Yosemite Toad,Threatened,True
Geranium bicknellii,Yellowstone National Park,259,Vascular Plant,"Bicknell's Cranesbill, Northern Crane's-Bill",No Intervention,False
Geum virginianum,Great Smoky Mountains National Park,74,Vascular Plant,"Pale Avens, Small-Flowered Avens",No Intervention,False
Carex vallicola,Great Smoky Mountains National Park,61,Vascular Plant,Valley Sedge,No Intervention,False
Pelecanus occidentalis,Yellowstone National Park,196,Bird,Brown Pelican,In Recovery,True
Passerina caerulea,Great Smoky Mountains National Park,93,Bird,Blue Grosbeak,No Intervention,False
Epilobium howellii,Yellowstone National Park,228,Vascular Plant,Yuba Pass Willowherb,No Intervention,False
Galium aparine,Bryce National Park,93,Vascular Plant,"Catchweed Bedstraw, Cleavers",No Intervention,False
Scirpus cyperinus,Yosemite National Park,171,Vascular Plant,"Bulrush, Cottongrass Bulrush",No Intervention,False
Mimulus bicolor,Bryce National Park,78,Vascular Plant,Yellow And White Monkeyflower,No Intervention,False
Mustela nivalis,Yellowstone National Park,209,Mammal,Least Weasel,No Intervention,False
Epilobium ciliatum ssp. ciliatum,Yosemite National Park,111,Vascular Plant,Willow-Herb,No Intervention,False
Leiophyllum buxifolium,Yellowstone National Park,265,Vascular Plant,Sand Myrtle,No Intervention,False
Botrychium simplex,Bryce National Park,136,Vascular Plant,Least Moonwort,No Intervention,False
Uniola laxa,Yosemite National Park,157,Vascular Plant,Slender Spikegrass,No Intervention,False
Delphinium depauperatum,Bryce National Park,90,Vascular Plant,"Slim Larkspur, Wand Larkspur",No Intervention,False
Plectrophenax nivalis,Great Smoky Mountains National Park,89,Bird,Snow Bunting,No Intervention,False
Draba verna,Bryce National Park,119,Vascular Plant,Whitlow Grass,No Intervention,False
Desmodium pauciflorum,Yosemite National Park,152,Vascular Plant,"Fewflower Tick-Trefoil, Leafy Tick-Trefoil",No Intervention,False
Eleocharis macrostachya,Bryce National Park,70,Vascular Plant,Pale Spikerush,No Intervention,False
Carex sparganioides,Bryce National Park,68,Vascular Plant,"Bur-Reed Sedge, Sedge",No Intervention,False
Pohlia lescuriana,Bryce National Park,104,Nonvascular Plant,Lescur's Pohlia Moss,No Intervention,False
Helianthus divaricatus,Yellowstone National Park,273,Vascular Plant,"Woodland Sunflower, Sessile-Leaved Sunflower",No Intervention,False
Draba globosa,Yellowstone National Park,269,Vascular Plant,Beavertip Draba,No Intervention,False
Oxalis violacea,Bryce National Park,94,Vascular Plant,Violet Wood-Sorrel,No Intervention,False
Chaenomeles speciosa,Great Smoky Mountains National Park,55,Vascular Plant,Flowering Quince,No Intervention,False
Sparganium,Yellowstone National Park,237,Vascular Plant,"Burreed, Bur-Reed",No Intervention,False
Ranunculus uncinatus,Great Smoky Mountains National Park,74,Vascular Plant,"Hooked Buttercup, Woodland Buttercup",No Intervention,False
Calidris alpina,Yosemite National Park,136,Bird,Dunlin,No Intervention,False
Juncus hemiendytus var. hemiendytus,Bryce National Park,93,Vascular Plant,Herman's Dwarf Rush,No Intervention,False
Stachys tenuifolia var. latidens,Bryce National Park,143,Vascular Plant,Rough Hedge-Nettle,No Intervention,False
Cirsium foliosum,Great Smoky Mountains National Park,84,Vascular Plant,"Drummond's Thistle, Elk Thistle, Leafy Thistle, Meadow Thistle",No Intervention,False
Bombycilla cedrorum,Yellowstone National Park,235,Bird,Cedar Waxwing,No Intervention,False
Abies bifolia,Yosemite National Park,136,Vascular Plant,Rocky Mountain Alpine Fir,No Intervention,False
Euphagus cyanocephalus,Great Smoky Mountains National Park,99,Bird,Brewer's Blackbird,No Intervention,False
Muscari botryoides,Yellowstone National Park,245,Vascular Plant,"Common Grape-Hyacinth, Grape Hyacinth",No Intervention,False
Muhlenbergia rigens,Yellowstone National Park,239,Vascular Plant,"Deer Muhly, Deergrass",No Intervention,False
Erigeron rydbergii,Yellowstone National Park,225,Vascular Plant,Rydberg's Fleabane,No Intervention,False
Iris missouriensis,Bryce National Park,100,Vascular Plant,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Species of Concern,True
Galium lanceolatum,Bryce National Park,76,Vascular Plant,"Torrey's Wild Licorice, Yellow Wild Licorice",No Intervention,False
Gladiolus X gandavensis,Great Smoky Mountains National Park,78,Vascular Plant,Gladiolus,No Intervention,False
Tyto alba,Bryce National Park,96,Bird,"Barn Owl, Common Barn-Owl",No Intervention,False
Soliva sessilis,Yosemite National Park,150,Vascular Plant,Field Soliva,No Intervention,False
Rumex patientia,Yosemite National Park,144,Vascular Plant,Patience Dock,No Intervention,False
Bryohaplocladium virginianum,Bryce National Park,104,Nonvascular Plant,Virginia Bryohaplocladium Moss,No Intervention,False
Poecile rufescens,Bryce National Park,101,Bird,Chestnut-Backed Chickadee,No Intervention,False
Cardamine concatenata,Great Smoky Mountains National Park,62,Vascular Plant,"Cutleaf Toothwort, Cut-Leaved Toothwort",No Intervention,False
Potamogeton praelongus,Great Smoky Mountains National Park,96,Vascular Plant,"Whitestem Pondweed, White-Stem Pondweed",No Intervention,False
Asplenium resiliens,Great Smoky Mountains National Park,67,Vascular Plant,"Black-Stem Spleenwort, Black-Stemmed Spleenwort",No Intervention,False
Empidonax minimus,Yellowstone National Park,257,Bird,Least Flycatcher,No Intervention,False
Fraxinus profunda,Bryce National Park,129,Vascular Plant,Pumpkin Ash,No Intervention,False
Bolandra californica,Bryce National Park,80,Vascular Plant,Sierra False Coolwort,No Intervention,False
Helianthemum propinquum,Great Smoky Mountains National Park,62,Vascular Plant,Low Frostweed,No Intervention,False
Hydrophyllum capitatum var. capitatum,Yellowstone National Park,252,Vascular Plant,Ballhead Waterleaf,No Intervention,False
Astragalus laxmannii var. robustior,Yellowstone National Park,261,Vascular Plant,Prairie Milkvetch,No Intervention,False
Crepis nana,Yosemite National Park,146,Vascular Plant,"Dwarf Alpine Hawksbeard, Small Hawksbeard, Tiny Hawksbeard",No Intervention,False
Alopecurus arundinaceus,Yellowstone National Park,259,Vascular Plant,"Creeping Foxtail, Creeping Meadow Foxtail, Creeping Meadow-Foxtail",No Intervention,False
Chaenactis glabriuscula var. glabriuscula,Bryce National Park,74,Vascular Plant,Yellow Pincushion,No Intervention,False
Clematis lasiantha,Yosemite National Park,155,Vascular Plant,Pipestem Clematis,No Intervention,False
Phegopteris connectilis,Great Smoky Mountains National Park,85,Vascular Plant,Northern Beech Fern,No Intervention,False
Potentilla drummondii ssp. breweri,Bryce National Park,120,Vascular Plant,"Brewer's Cinquefoil, Drummond's Cinquefoil",No Intervention,False
Crepis occidentalis,Yosemite National Park,160,Vascular Plant,"Largeflower Hawksbeard, Large-Flower Hawk's-Beard, Western Hawksbeard",No Intervention,False
Draba ventosa,Yosemite National Park,137,Vascular Plant,"Wind Draba, Wind River Draba",No Intervention,False
Coreopsis lanceolata,Great Smoky Mountains National Park,44,Vascular Plant,Lanceleaf Tickseed,No Intervention,False
Anacamptodon splachnoides,Great Smoky Mountains National Park,93,Nonvascular Plant,Anacamptodon Moss,No Intervention,False
